"Category","File","Line","Reference"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","98","C     C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\security_state\data.safe.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","99","C     C:\Users\enrik\AppData\Local\Microsoft\SSMS\22.0_59da8ebd\privateregistry.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","100","C     C:\ProgramData\Epic\EpicGamesLauncher\Data\Catalog\catcache.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","101","C     C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\security_state\data.safe.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","102","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\946278c574973d09.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","103","C     C:\Users\enrik\AppData\Local\Microsoft\GameDVR\KnownGameList.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","104","C     C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb1.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","105","C     C:\ProgramData\NVIDIA\NGX\models\dlisp\versions\66154\files\160_B9D8C54.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","106","C     C:\ProgramData\NVIDIA\NGX\models\dlisp\versions\66154\files\160_B9D2F5C.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","107","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\946278c574973d08.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","108","C     C:\ProgramData\NVIDIA\NGX\models\dlisp\versions\66154\files\160_B9DAE68.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","109","C     C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb0.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","110","C     C:\ProgramData\LGHUB\depots\824196\core\LGHUB\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","111","C     C:\Users\enrik\AppData\Local\Amazon Games\App\Amazon Games UI\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","112","C     C:\Users\enrik\AppData\Local\TopHeroes\packages\workDir\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\v8_cont…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","113","C     C:\Users\enrik\AppData\Local\zen\Profiles\45jchyg8.Default (release)\startupCache\scriptCache-child.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","114","C     C:\Users\enrik\AppData\Local\VortxEngine\app-2.5.74\Signal-x64\resources\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","115","C     C:\Users\enrik\AppData\Local\VortxEngine\app-2.5.72\Signal-x64\resources\v8_context_snapshot.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","116","C     C:\ProgramData\Packer\catcache4.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","117","C     C:\ProgramData\GOG.com\Galaxy\redists\overlay\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","118","C     C:\Users\enrik\AppData\Local\Programs\Archon App\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","119","C     C:\Users\enrik\AppData\Local\Programs\ReviewTool.gg\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","120","C     C:\Users\enrik\AppData\Local\Discord\app-1.0.9252\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","121","C     C:\Users\enrik\AppData\Local\hermes\hermes-agent\apps\desktop\release\win-unpacked\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","122","C     C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\electron\dist\v8_context_snapshot.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","123","C     C:\Users\enrik\AppData\Local\librewolf\Profiles\v46y8z83.default-default\startupCache\scriptCache-child-current.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","124","C     C:\Users\enrik\AppData\Local\ms-playwright\chromium-1228\chrome-win64\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","125","C     C:\Users\enrik\AppData\Local\ms-playwright\chromium_headless_shell-1228\chrome-headless-shell-win64\v8_context_snap…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","126","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\5ea7f2c6cd35d8a4.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","127","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\946278c574973d08.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","128","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\aaa39bdd34d1ef89.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","129","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\946278c574973d0a.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","130","C     C:\Users\enrik\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_1…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","131","C     C:\Users\enrik\AppData\Local\TopHeroes\app-1.115.11\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\v8_context_…"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","132","C     C:\ProgramData\NVIDIA\NGX\models\dlisp\versions\66150\files\160_E99B5EC.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","133","C     C:\Users\enrik\AppData\Local\Programs\wago-app\v8_context_snapshot.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","134","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\5ea7f2c6cd35d8a4.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","135","C     C:\Users\enrik\AppData\Local\Programs\Warperia\v8_context_snapshot.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","136","C     C:\Users\enrik\AppData\Local\TopHeroes\app-1.113.11\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\v8_context_…"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","137","C     C:\ProgramData\NVIDIA\NGX\models\dlisp\versions\131343\files\160_B9CF688.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","138","C     C:\Users\enrik\AppData\Local\Programs\wowup\v8_context_snapshot.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","139","C     C:\ProgramData\Packer\bhcache.988ea65960d72f79.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","140","C     C:\ProgramData\Packer\bhcache.23613789814f0ebe.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","141","C     C:\ProgramData\Packer\bhcache.160a1fa040f059f9.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","142","C     C:\ProgramData\Packer\bhcache.07d01897d114dd6f.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","143","C     C:\ProgramData\NVIDIA Corporation\Drs\update.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","144","C     C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\DF0A7DF8-62A1-46E9-A64F-ED04425AFC1D-0.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","145","C     C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","146","C     C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\0379E791-20F7-4EF8-B6B8-12C793D0E6FA-0.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","147","C     C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\EB888070-67C3-4640-BBA2-4D0464C380E5-0.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","148","C     C:\ProgramData\Microsoft\Windows Defender\Support\MpWppCoreTracing-20260813-170935-00000003-100000000.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","149","C     C:\ProgramData\Microsoft\Windows Defender\Scans\MpDiag.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","150","C     C:\ProgramData\Microsoft\Windows Defender\Support\MpWppCoreTracing-20260814-101836-00000003-100000000.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","151","C     C:\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20260814-081836-00000003-fffffffeffffffff.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","152","C     C:\ProgramData\Microsoft\Windows Defender\Support\MpWppUpdateLogging-20260813-170936.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","153","C     C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\F0DC299D809B9700\backgroundupdate\datareporting…"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","154","C     C:\ProgramData\LGHUB\depots\824196\core\LGHUB\snapshot_blob.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","155","C     C:\ProgramData\GOG.com\Galaxy\redists\overlay\natives_blob.bin"
"SYSTEM_APPLICATION","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","156","C     C:\ProgramData\GOG.com\Galaxy\redists\overlay\snapshot_blob.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","157","C     C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\73AAE224-BCE8-480E-BF75-8F8F2D6C56D8-0.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","158","C     C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\extension-store\data.safe.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","159","C     C:\Users\enrik\Documents\Oracle Launcher v2\oracle_oauth_iv.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","160","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","161","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","162","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","163","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","164","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","165","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","166","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","167","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","168","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","169","C     C:\Users\enrik\Documents\Oracle Launcher v2\oracle_oauth_key.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","170","C     C:\Users\enrik\AppData\Local\Microsoft\SSMS\22.0_59da8ebd\VTC\3038cb9bbc2efe7dd368eae759500eac\~IC\Templates\cache.…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","171","C     C:\Users\enrik\AppData\Local\Microsoft\Windows\1036\StructuredQuerySchema.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","172","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\86e909d6565bbf04.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","173","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\cc8b4fd92f230ece.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","174","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\3f3bca284cd30839f8421d1bb8e25cc8\96df249bb179d595\fbd1bf6ce3876606.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","175","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\217aa088a73fbc65.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","176","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","177","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\cc8b4fd92f230ece.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","178","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGP…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","179","C     C:\Users\enrik\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\Nigori.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","180","C     C:\Users\enrik\.cache\huggingface\hub\models--Systran--faster-whisper-base\snapshots\ebe41f70d5b6dfa9166e2c581c45c9…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","181","C     C:\Users\enrik\.cache\huggingface\hub\models--Systran--faster-whisper-tiny\snapshots\d90ca5fe260221311c53c58e660288…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","182","C     C:\Users\enrik\AppData\Local\Amazon Games\App\Amazon Games UI\natives_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","183","C     C:\Users\enrik\AppData\Local\Amazon Games\App\Amazon Games UI\snapshot_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","184","C     C:\Users\enrik\AppData\Local\Amazon Games\App\App\Amazon Games UI\._natives_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","185","C     C:\Users\enrik\AppData\Local\Amazon Games\App\App\Amazon Games UI\._snapshot_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","186","C     C:\Users\enrik\AppData\Local\Amazon Games\App\App\Amazon Games UI\._v8_context_snapshot.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","187","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FUR…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","188","C     C:\Users\enrik\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sync Data\Nigori.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","189","C     C:\Users\enrik\AppData\Local\devin\cli\team_settings.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","190","C     C:\Users\enrik\AppData\Local\Discord\app-1.0.9252\snapshot_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","191","C     C:\Users\enrik\AppData\Local\FortniteGame\Saved\PersistentDownloadDir\ConfigRules\configrules.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","192","C     C:\Users\enrik\AppData\Local\hermes\hermes-agent\apps\desktop\release\win-unpacked\snapshot_blob.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","193","C     C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\electron\dist\snapshot_blob.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","194","C     C:\Users\enrik\AppData\Local\librewolf\Profiles\v46y8z83.default-default\startupCache\urlCache-current.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","195","C     C:\Users\enrik\AppData\Local\librewolf\Profiles\v46y8z83.default-default\startupCache\urlCache.bin"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","196","C     C:\Users\enrik\AppData\Local\devin\cli\model_configs_v2.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","197","C     C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\fbd1bf6ce3876606.bin"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\AI_STORAGE_FORENSIC_20260814_152956.txt","198","C     C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGP…"
